dataset,method,noise,seed,round,n_labeled,test_acc,wall_s
fmnist,random,0.0,0,0,500,0.7501,10.8
fmnist,random,0.0,0,1,1000,0.777,30.1
fmnist,random,0.0,0,2,1500,0.8263,58.0
fmnist,random,0.0,0,3,2000,0.8439,96.0
fmnist,random,0.0,0,4,2500,0.8476,147.7
fmnist,random,0.0,0,5,3000,0.8688,210.5
fmnist,random,0.0,1,0,500,0.7103,11.7
fmnist,random,0.0,1,1,1000,0.7884,36.7
fmnist,random,0.0,1,2,1500,0.8196,69.2
fmnist,random,0.0,1,3,2000,0.837,116.4
fmnist,random,0.0,1,4,2500,0.8435,169.0
fmnist,random,0.0,1,5,3000,0.8638,235.7
fmnist,random,0.0,2,0,500,0.7495,13.0
fmnist,random,0.0,2,1,1000,0.7967,37.8
fmnist,random,0.0,2,2,1500,0.8051,73.9
fmnist,random,0.0,2,3,2000,0.8424,120.0
fmnist,random,0.0,2,4,2500,0.847,178.9
fmnist,random,0.0,2,5,3000,0.8599,247.4
fmnist,entropy,0.0,0,0,500,0.7501,12.8
fmnist,entropy,0.0,0,1,1000,0.7939,39.4
fmnist,entropy,0.0,0,2,1500,0.8263,76.7
fmnist,entropy,0.0,0,3,2000,0.829,124.8
fmnist,entropy,0.0,0,4,2500,0.8587,176.4
fmnist,entropy,0.0,0,5,3000,0.8758,238.7
fmnist,entropy,0.0,1,0,500,0.7103,11.6
fmnist,entropy,0.0,1,1,1000,0.7804,36.3
fmnist,entropy,0.0,1,2,1500,0.8228,71.1
fmnist,entropy,0.0,1,3,2000,0.837,118.9
fmnist,entropy,0.0,1,4,2500,0.8612,177.6
fmnist,entropy,0.0,1,5,3000,0.8591,246.0
fmnist,entropy,0.0,2,0,500,0.7495,12.2
fmnist,entropy,0.0,2,1,1000,0.8155,37.9
fmnist,entropy,0.0,2,2,1500,0.8189,76.8
fmnist,entropy,0.0,2,3,2000,0.8432,127.0
fmnist,entropy,0.0,2,4,2500,0.8478,188.4
fmnist,entropy,0.0,2,5,3000,0.8689,257.8
fmnist,bald,0.0,0,0,500,0.7501,13.0
fmnist,bald,0.0,0,1,1000,0.7986,53.8
fmnist,bald,0.0,0,2,1500,0.8187,106.2
fmnist,bald,0.0,0,3,2000,0.8412,170.1
fmnist,bald,0.0,0,4,2500,0.8564,245.2
fmnist,bald,0.0,0,5,3000,0.8827,330.3
fmnist,bald,0.0,1,0,500,0.7103,13.1
fmnist,bald,0.0,1,1,1000,0.7859,53.6
fmnist,bald,0.0,1,2,1500,0.8122,106.2
fmnist,bald,0.0,1,3,2000,0.8303,169.1
fmnist,bald,0.0,1,4,2500,0.8622,244.8
fmnist,bald,0.0,1,5,3000,0.8716,320.7
fmnist,bald,0.0,2,0,500,0.7495,11.7
fmnist,bald,0.0,2,1,1000,0.8164,48.7
fmnist,bald,0.0,2,2,1500,0.8213,98.5
fmnist,bald,0.0,2,3,2000,0.8537,158.2
fmnist,bald,0.0,2,4,2500,0.8678,232.9
fmnist,bald,0.0,2,5,3000,0.8819,315.5
fmnist,coreset,0.0,0,0,500,0.7501,13.2
fmnist,coreset,0.0,0,1,1000,0.7861,45.2
fmnist,coreset,0.0,0,2,1500,0.8161,86.0
fmnist,coreset,0.0,0,3,2000,0.8216,140.6
fmnist,coreset,0.0,0,4,2500,0.8174,207.3
fmnist,coreset,0.0,0,5,3000,0.8345,280.0
fmnist,coreset,0.0,1,0,500,0.7103,11.6
fmnist,coreset,0.0,1,1,1000,0.7792,38.7
fmnist,coreset,0.0,1,2,1500,0.8156,77.0
fmnist,coreset,0.0,1,3,2000,0.8154,126.5
fmnist,coreset,0.0,1,4,2500,0.831,187.9
fmnist,coreset,0.0,1,5,3000,0.8336,262.0
fmnist,coreset,0.0,2,0,500,0.7495,13.6
fmnist,coreset,0.0,2,1,1000,0.8102,43.6
fmnist,coreset,0.0,2,2,1500,0.8214,87.1
fmnist,coreset,0.0,2,3,2000,0.8358,140.8
fmnist,coreset,0.0,2,4,2500,0.838,204.4
fmnist,coreset,0.0,2,5,3000,0.836,278.4
fmnist,iris,0.0,0,0,500,0.7501,12.0
fmnist,iris,0.0,0,1,1000,0.8092,39.8
fmnist,iris,0.0,0,2,1500,0.84,80.4
fmnist,iris,0.0,0,3,2000,0.861,132.4
fmnist,iris,0.0,0,4,2500,0.8691,196.1
fmnist,iris,0.0,0,5,3000,0.8798,290.5
fmnist,iris,0.0,1,0,500,0.7103,17.2
fmnist,iris,0.0,1,1,1000,0.7728,55.8
fmnist,iris,0.0,1,2,1500,0.8137,104.4
fmnist,iris,0.0,1,3,2000,0.8412,167.4
fmnist,iris,0.0,1,4,2500,0.863,253.9
fmnist,iris,0.0,1,5,3000,0.8694,375.1
fmnist,iris,0.0,2,0,500,0.7495,21.5
fmnist,iris,0.0,2,1,1000,0.7962,71.6
fmnist,iris,0.0,2,2,1500,0.8101,152.3
fmnist,iris,0.0,2,3,2000,0.8374,252.0
fmnist,iris,0.0,2,4,2500,0.8659,375.0
fmnist,iris,0.0,2,5,3000,0.876,521.9
fmnist,iris-nodiv,0.0,0,0,500,0.7501,24.6
fmnist,iris-nodiv,0.0,0,1,1000,0.7919,73.7
fmnist,iris-nodiv,0.0,0,2,1500,0.8169,148.1
fmnist,iris-nodiv,0.0,0,3,2000,0.8444,245.6
fmnist,iris-nodiv,0.0,0,4,2500,0.8568,362.8
fmnist,iris-nodiv,0.0,1,0,500,0.7103,24.5
fmnist,iris-nodiv,0.0,0,0,500,0.7501,24.3
fmnist,iris-nodiv,0.0,0,1,1000,0.7919,74.7
fmnist,iris-nodiv,0.0,0,2,1500,0.8169,143.9
fmnist,iris-nodiv,0.0,0,3,2000,0.8444,236.1
fmnist,iris-nodiv,0.0,0,4,2500,0.8591,350.3
fmnist,iris-nodiv,0.0,0,5,3000,0.8757,490.0
fmnist,iris-nodiv,0.0,1,0,500,0.7103,25.1
fmnist,iris-nodiv,0.0,1,1,1000,0.764,79.3
fmnist,iris-nodiv,0.0,1,2,1500,0.803,156.2
fmnist,iris-nodiv,0.0,1,3,2000,0.8097,259.8
fmnist,iris-nodiv,0.0,1,4,2500,0.8433,378.3
fmnist,iris-nodiv,0.0,1,5,3000,0.8515,516.5
fmnist,iris-nodiv,0.0,2,0,500,0.7488,12.0
fmnist,iris-nodiv,0.0,2,1,1000,0.7697,45.8
fmnist,iris-nodiv,0.0,2,2,1500,0.8022,86.2
fmnist,iris-nodiv,0.0,2,3,2000,0.8172,135.4
fmnist,iris-nodiv,0.0,2,4,2500,0.8368,189.9
fmnist,iris-nodiv,0.0,2,5,3000,0.8641,252.1
fmnist,random,0.2,0,0,500,0.7234,12.0
fmnist,random,0.2,0,1,1000,0.7702,32.0
fmnist,random,0.2,0,2,1500,0.797,58.6
fmnist,random,0.2,0,3,2000,0.7995,92.2
fmnist,random,0.2,0,4,2500,0.8217,132.4
fmnist,random,0.2,0,5,3000,0.8463,181.3
fmnist,random,0.2,1,0,500,0.7201,11.9
fmnist,random,0.2,1,1,1000,0.77,32.5
fmnist,random,0.2,1,2,1500,0.7948,58.7
fmnist,random,0.2,1,3,2000,0.8131,92.8
fmnist,random,0.2,1,4,2500,0.8198,134.3
fmnist,random,0.2,1,5,3000,0.8389,183.5
fmnist,random,0.2,2,0,500,0.732,12.6
fmnist,random,0.2,2,1,1000,0.7845,33.7
fmnist,random,0.2,2,2,1500,0.7929,60.4
fmnist,random,0.2,2,3,2000,0.8121,94.5
fmnist,random,0.2,2,4,2500,0.825,138.6
fmnist,random,0.2,2,5,3000,0.842,187.3
fmnist,entropy,0.2,0,0,500,0.7234,12.2
fmnist,entropy,0.2,0,1,1000,0.775,44.4
fmnist,entropy,0.2,0,2,1500,0.7939,84.6
fmnist,entropy,0.2,0,3,2000,0.8101,131.6
fmnist,entropy,0.2,0,4,2500,0.8296,189.2
fmnist,entropy,0.2,0,5,3000,0.8516,249.1
fmnist,entropy,0.2,1,0,500,0.7201,13.0
fmnist,entropy,0.2,1,1,1000,0.7594,47.3
fmnist,entropy,0.2,1,2,1500,0.7725,89.0
fmnist,entropy,0.2,1,3,2000,0.7855,136.5
fmnist,entropy,0.2,1,4,2500,0.8196,188.7
fmnist,entropy,0.2,1,5,3000,0.8405,247.1
fmnist,entropy,0.2,2,0,500,0.732,12.4
fmnist,entropy,0.2,2,1,1000,0.7624,44.0
fmnist,entropy,0.2,2,2,1500,0.8014,84.5
fmnist,entropy,0.2,2,3,2000,0.8208,131.3
fmnist,entropy,0.2,2,4,2500,0.8248,184.7
fmnist,entropy,0.2,2,5,3000,0.8487,246.7
fmnist,bald,0.2,0,0,500,0.7234,12.5
fmnist,bald,0.2,0,1,1000,0.7627,158.9
fmnist,bald,0.2,0,2,1500,0.7702,316.5
fmnist,bald,0.2,0,3,2000,0.7812,473.4
fmnist,bald,0.2,0,4,2500,0.7861,640.1
fmnist,bald,0.2,0,5,3000,0.8214,811.0
fmnist,bald,0.2,1,0,500,0.7201,12.6
fmnist,bald,0.2,1,1,1000,0.7541,163.0
fmnist,bald,0.2,1,2,1500,0.7819,316.8
fmnist,bald,0.2,1,3,2000,0.7833,468.8
fmnist,bald,0.2,1,4,2500,0.7857,636.7
fmnist,bald,0.2,1,5,3000,0.8217,909.5
fmnist,bald,0.2,2,0,500,0.732,25.2
fmnist,bald,0.2,2,1,1000,0.7493,255.5
fmnist,bald,0.2,2,2,1500,0.7645,494.8
fmnist,bald,0.2,2,3,2000,0.7859,726.5
fmnist,bald,0.2,2,4,2500,0.8042,914.5
fmnist,bald,0.2,2,5,3000,0.8201,1097.5
fmnist,coreset,0.2,0,0,500,0.7234,12.7
fmnist,coreset,0.2,0,1,1000,0.7591,55.6
fmnist,coreset,0.2,0,2,1500,0.7842,105.9
fmnist,coreset,0.2,0,3,2000,0.7865,161.1
fmnist,coreset,0.2,0,4,2500,0.793,228.4
fmnist,coreset,0.2,0,5,3000,0.8036,300.5
fmnist,coreset,0.2,1,0,500,0.7201,12.3
fmnist,coreset,0.2,1,1,1000,0.7656,56.5
fmnist,coreset,0.2,1,2,1500,0.7879,106.2
fmnist,coreset,0.2,1,3,2000,0.7876,163.8
fmnist,coreset,0.2,1,4,2500,0.8047,227.8
fmnist,coreset,0.2,1,5,3000,0.819,296.2
fmnist,coreset,0.2,2,0,500,0.732,11.9
fmnist,coreset,0.2,2,1,1000,0.7716,59.2
fmnist,coreset,0.2,2,2,1500,0.7835,114.6
fmnist,coreset,0.2,2,3,2000,0.8014,182.5
fmnist,coreset,0.2,2,4,2500,0.8111,257.2
fmnist,coreset,0.2,2,5,3000,0.8242,341.6
fmnist,iris,0.2,0,0,500,0.7199,14.3
fmnist,iris,0.2,0,1,1000,0.773,49.3
fmnist,iris,0.2,0,2,1500,0.8007,96.2
fmnist,iris,0.2,0,3,2000,0.8095,150.9
fmnist,iris,0.2,0,4,2500,0.8348,218.3
fmnist,iris,0.2,0,5,3000,0.8538,290.2
fmnist,iris,0.2,1,0,500,0.7262,12.9
fmnist,iris,0.2,1,1,1000,0.7642,50.5
fmnist,iris,0.2,1,2,1500,0.8074,98.8
fmnist,iris,0.2,1,3,2000,0.8208,155.4
fmnist,iris,0.2,1,4,2500,0.8473,226.7
fmnist,iris,0.2,1,5,3000,0.8412,301.6
fmnist,iris,0.2,2,0,500,0.7282,14.0
fmnist,iris,0.2,2,1,1000,0.7612,49.7
fmnist,iris,0.2,2,2,1500,0.7798,96.5
fmnist,iris,0.2,2,3,2000,0.8094,152.7
fmnist,iris,0.2,2,4,2500,0.8391,219.2
fmnist,iris,0.2,2,5,3000,0.8512,297.3
fmnist,iris-norel,0.2,0,0,500,0.7234,13.0
fmnist,iris-norel,0.2,0,1,1000,0.7609,51.9
fmnist,iris-norel,0.2,0,2,1500,0.7954,97.2
fmnist,iris-norel,0.2,0,3,2000,0.8128,151.8
fmnist,iris-norel,0.2,0,4,2500,0.8362,225.1
fmnist,iris-norel,0.2,0,5,3000,0.8517,295.9
fmnist,iris-norel,0.2,1,0,500,0.7201,12.6
fmnist,iris-norel,0.2,1,1,1000,0.7645,52.5
fmnist,iris-norel,0.2,1,2,1500,0.7964,98.6
fmnist,iris-norel,0.2,1,3,2000,0.8111,159.0
fmnist,iris-norel,0.2,1,4,2500,0.8379,227.3
fmnist,iris-norel,0.2,1,5,3000,0.8352,305.4
fmnist,iris-norel,0.2,2,0,500,0.732,14.3
fmnist,iris-norel,0.2,2,1,1000,0.7578,51.4
fmnist,iris-norel,0.2,2,2,1500,0.7897,102.6
fmnist,iris-norel,0.2,2,3,2000,0.811,160.0
fmnist,iris-norel,0.2,2,4,2500,0.8326,226.2
fmnist,iris-norel,0.2,2,5,3000,0.85,301.3
cifar10,random,0.0,0,0,1000,0.4591,35.5
cifar10,random,0.0,0,1,2000,0.5323,98.0
cifar10,random,0.0,0,2,3000,0.6276,188.2
cifar10,random,0.0,0,3,4000,0.6705,311.6
cifar10,random,0.0,0,4,5000,0.7065,458.6
cifar10,random,0.0,0,5,6000,0.7370,637.0
cifar10,random,0.0,1,0,1000,0.4573,34.8
cifar10,random,0.0,1,1,2000,0.5472,98.7
cifar10,random,0.0,1,2,3000,0.6136,192.2
cifar10,random,0.0,1,3,4000,0.6669,314.8
cifar10,random,0.0,1,4,5000,0.7043,463.7
cifar10,random,0.0,1,5,6000,0.7497,642.0
cifar10,random,0.0,2,0,1000,0.4557,35.9
cifar10,random,0.0,2,1,2000,0.5203,97.1
cifar10,random,0.0,2,2,3000,0.5908,190.9
cifar10,random,0.0,2,3,4000,0.6379,313.2
cifar10,random,0.0,2,4,5000,0.6961,462.2
cifar10,random,0.0,2,5,6000,0.7381,639.5
cifar10,entropy,0.0,0,0,1000,0.4615,34.1
cifar10,entropy,0.0,0,1,2000,0.5490,106.2
cifar10,entropy,0.0,0,2,3000,0.5898,207.9
cifar10,entropy,0.0,0,3,4000,0.6359,339.1
cifar10,entropy,0.0,0,4,5000,0.6864,496.8
cifar10,entropy,0.0,0,5,6000,0.7429,665.3
cifar10,entropy,0.0,1,0,1000,0.4629,31.8
cifar10,entropy,0.0,1,1,2000,0.5123,91.0
cifar10,entropy,0.0,1,2,3000,0.5619,173.9
cifar10,entropy,0.0,1,3,4000,0.5844,267.2
cifar10,entropy,0.0,1,4,5000,0.7043,383.2
cifar10,entropy,0.0,1,5,6000,0.7071,545.3
cifar10,entropy,0.0,2,0,1000,0.4586,33.8
cifar10,entropy,0.0,2,1,2000,0.4678,103.0
cifar10,entropy,0.0,2,2,3000,0.5724,201.8
cifar10,entropy,0.0,2,3,4000,0.6341,333.3
cifar10,entropy,0.0,2,4,5000,0.7164,474.2
cifar10,entropy,0.0,2,5,6000,0.7471,647.3
cifar10,bald,0.0,0,0,1000,0.4622,32.6
cifar10,bald,0.0,0,1,2000,0.5010,182.9
cifar10,bald,0.0,0,2,3000,0.5997,361.9
cifar10,bald,0.0,0,3,4000,0.6505,572.9
cifar10,bald,0.0,0,4,5000,0.6960,808.1
cifar10,bald,0.0,0,5,6000,0.7399,1070.5
cifar10,bald,0.0,1,0,1000,0.4610,34.4
cifar10,bald,0.0,1,1,2000,0.5225,191.4
cifar10,bald,0.0,1,2,3000,0.6228,375.6
cifar10,bald,0.0,1,3,4000,0.6253,586.7
cifar10,bald,0.0,1,4,5000,0.6975,821.3
cifar10,bald,0.0,1,5,6000,0.7422,1084.1
cifar10,bald,0.0,2,0,1000,0.4561,34.8
cifar10,bald,0.0,2,1,2000,0.5237,190.4
cifar10,bald,0.0,2,2,3000,0.5961,369.1
cifar10,bald,0.0,2,3,4000,0.6538,545.5
cifar10,bald,0.0,2,4,5000,0.6809,720.2
cifar10,bald,0.0,2,5,6000,0.7400,941.1
cifar10,coreset,0.0,0,0,1000,0.4714,33.0
cifar10,coreset,0.0,0,1,2000,0.5251,111.5
cifar10,coreset,0.0,0,2,3000,0.5781,218.8
cifar10,coreset,0.0,0,3,4000,0.6307,359.4
cifar10,coreset,0.0,0,4,5000,0.6708,517.2
cifar10,coreset,0.0,0,5,6000,0.7101,703.1
cifar10,coreset,0.0,1,0,1000,0.4513,32.1
cifar10,coreset,0.0,1,1,2000,0.5225,113.5
cifar10,coreset,0.0,1,2,3000,0.5772,225.8
cifar10,coreset,0.0,1,3,4000,0.6308,367.0
cifar10,coreset,0.0,1,4,5000,0.6719,536.6
cifar10,coreset,0.0,1,5,6000,0.7205,738.0
cifar10,coreset,0.0,2,0,1000,0.4572,35.3
cifar10,coreset,0.0,2,1,2000,0.5237,120.6
cifar10,coreset,0.0,2,2,3000,0.6039,235.5
cifar10,coreset,0.0,2,3,4000,0.6524,380.6
cifar10,coreset,0.0,2,4,5000,0.6673,552.0
cifar10,coreset,0.0,2,5,6000,0.7110,753.4
cifar10,iris,0.0,0,0,1000,0.4601,34.9
cifar10,iris,0.0,0,1,2000,0.5219,123.7
cifar10,iris,0.0,0,2,3000,0.5577,240.9
cifar10,iris,0.0,0,3,4000,0.6054,388.0
cifar10,iris,0.0,0,4,5000,0.7027,562.1
cifar10,iris,0.0,0,5,6000,0.7460,766.0
cifar10,iris,0.0,1,0,1000,0.4594,35.5
cifar10,iris,0.0,1,1,2000,0.5062,123.4
cifar10,iris,0.0,1,2,3000,0.5546,240.5
cifar10,iris,0.0,1,3,4000,0.6024,364.7
cifar10,iris,0.0,1,4,5000,0.6814,488.1
cifar10,iris,0.0,1,5,6000,0.7352,656.4
cifar10,iris,0.0,2,0,1000,0.4610,33.3
cifar10,iris,0.0,2,1,2000,0.4967,112.6
cifar10,iris,0.0,2,2,3000,0.5614,227.9
cifar10,iris,0.0,2,3,4000,0.6127,374.9
cifar10,iris,0.0,2,4,5000,0.6942,535.5
cifar10,iris,0.0,2,5,6000,0.7164,725.1
cifar10,random,0.2,0,0,1000,0.3921,30.2
cifar10,random,0.2,0,1,2000,0.4822,87.3
cifar10,random,0.2,0,2,3000,0.5308,169.1
cifar10,random,0.2,0,3,4000,0.5896,282.1
cifar10,random,0.2,0,4,5000,0.5963,423.0
cifar10,random,0.2,0,5,6000,0.6299,599.8
cifar10,random,0.2,1,0,1000,0.3993,35.3
cifar10,random,0.2,1,1,2000,0.4718,101.4
cifar10,random,0.2,1,2,3000,0.5027,196.8
cifar10,random,0.2,1,3,4000,0.5635,321.8
cifar10,random,0.2,1,4,5000,0.6249,476.6
cifar10,random,0.2,1,5,6000,0.6505,661.8
cifar10,random,0.2,2,0,1000,0.3835,36.2
cifar10,random,0.2,2,1,2000,0.4681,102.6
cifar10,random,0.2,2,2,3000,0.5418,199.3
cifar10,random,0.2,2,3,4000,0.5349,326.7
cifar10,random,0.2,2,4,5000,0.6111,478.3
cifar10,random,0.2,2,5,6000,0.6304,620.5
cifar10,entropy,0.2,0,0,1000,0.3963,19.0
cifar10,entropy,0.2,0,1,2000,0.4228,56.6
cifar10,entropy,0.2,0,2,3000,0.5236,108.4
cifar10,entropy,0.2,0,3,4000,0.5620,174.3
cifar10,entropy,0.2,0,4,5000,0.5764,252.7
cifar10,entropy,0.2,0,5,6000,0.6567,345.5
cifar10,entropy,0.2,1,0,1000,0.3927,19.1
cifar10,entropy,0.2,1,1,2000,0.4632,56.7
cifar10,entropy,0.2,1,2,3000,0.5221,108.2
cifar10,entropy,0.2,1,3,4000,0.5319,174.4
cifar10,entropy,0.2,1,4,5000,0.5672,252.9
cifar10,entropy,0.2,1,5,6000,0.6328,345.6
cifar10,entropy,0.2,2,0,1000,0.3898,19.0
cifar10,entropy,0.2,2,1,2000,0.4331,56.8
cifar10,entropy,0.2,2,2,3000,0.5124,108.5
cifar10,entropy,0.2,2,3,4000,0.5382,174.4
cifar10,entropy,0.2,2,4,5000,0.6019,252.8
cifar10,entropy,0.2,2,5,6000,0.5740,345.4
cifar10,bald,0.2,0,0,1000,0.3916,19.1
cifar10,bald,0.2,0,1,2000,0.4331,96.6
cifar10,bald,0.2,0,2,3000,0.4921,154.9
cifar10,bald,0.2,0,3,4000,0.5475,246.9
cifar10,bald,0.2,0,4,5000,0.6037,372.2
cifar10,bald,0.2,0,5,6000,0.6424,529.9
cifar10,bald,0.2,1,0,1000,0.3959,24.3
cifar10,bald,0.2,1,1,2000,0.4207,128.7
cifar10,bald,0.2,1,2,3000,0.4594,252.6
cifar10,bald,0.2,1,3,4000,0.5245,394.2
cifar10,bald,0.2,1,4,5000,0.5648,551.6
cifar10,bald,0.2,1,5,6000,0.6208,726.8
cifar10,bald,0.2,2,0,1000,0.3680,24.3
cifar10,bald,0.2,2,1,2000,0.4273,130.2
cifar10,bald,0.2,2,2,3000,0.4721,253.7
cifar10,bald,0.2,2,3,4000,0.5272,395.4
cifar10,bald,0.2,2,4,5000,0.5666,553.0
cifar10,bald,0.2,2,5,6000,0.5963,728.7
cifar10,coreset,0.2,0,0,1000,0.4085,24.0
cifar10,coreset,0.2,0,1,2000,0.4483,80.6
cifar10,coreset,0.2,0,2,3000,0.4841,156.4
cifar10,coreset,0.2,0,3,4000,0.5136,251.4
cifar10,coreset,0.2,0,4,5000,0.5706,363.3
cifar10,coreset,0.2,0,5,6000,0.6052,494.7
cifar10,coreset,0.2,1,0,1000,0.3881,24.0
cifar10,coreset,0.2,1,1,2000,0.4383,68.9
cifar10,coreset,0.2,1,2,3000,0.4869,121.6
cifar10,coreset,0.2,1,3,4000,0.5354,188.6
cifar10,coreset,0.2,1,4,5000,0.5747,283.3
cifar10,coreset,0.2,1,5,6000,0.6100,411.5
cifar10,coreset,0.2,2,0,1000,0.3839,24.3
cifar10,coreset,0.2,2,1,2000,0.4105,80.5
cifar10,coreset,0.2,2,2,3000,0.4847,156.0
cifar10,coreset,0.2,2,3,4000,0.5331,250.7
cifar10,coreset,0.2,2,4,5000,0.5736,349.4
cifar10,coreset,0.2,2,5,6000,0.5892,467.6
cifar10,iris,0.2,0,0,1000,0.4177,23.6
cifar10,iris,0.2,0,1,2000,0.4643,78.8
cifar10,iris,0.2,0,2,3000,0.5099,155.5
cifar10,iris,0.2,0,3,4000,0.5615,251.0
cifar10,iris,0.2,0,4,5000,0.5954,366.0
cifar10,iris,0.2,0,5,6000,0.5682,501.1
cifar10,iris,0.2,1,0,1000,0.3972,24.7
cifar10,iris,0.2,1,1,2000,0.4552,83.4
cifar10,iris,0.2,1,2,3000,0.5044,161.7
cifar10,iris,0.2,1,3,4000,0.5180,259.7
cifar10,iris,0.2,1,4,5000,0.5863,375.2
cifar10,iris,0.2,1,5,6000,0.5815,510.4
cifar10,iris,0.2,2,0,1000,0.3970,24.7
cifar10,iris,0.2,2,1,2000,0.4209,83.3
cifar10,iris,0.2,2,2,3000,0.4911,161.6
cifar10,iris,0.2,2,3,4000,0.5424,259.7
cifar10,iris,0.2,2,4,5000,0.5874,375.2
cifar10,iris,0.2,2,5,6000,0.5986,510.5
bloodmnist,random,0.0,0,0,500,0.7621,2.9
bloodmnist,random,0.0,0,1,1000,0.8115,6.1
bloodmnist,random,0.0,0,2,1500,0.8395,10.0
bloodmnist,random,0.0,0,3,2000,0.8612,14.7
bloodmnist,random,0.0,0,4,2500,0.8772,20.2
bloodmnist,random,0.0,0,5,3000,0.9065,26.3
bloodmnist,random,0.0,1,0,500,0.6752,2.9
bloodmnist,random,0.0,1,1,1000,0.8050,6.1
bloodmnist,random,0.0,1,2,1500,0.8424,10.1
bloodmnist,random,0.0,1,3,2000,0.8693,15.0
bloodmnist,random,0.0,1,4,2500,0.8778,20.3
bloodmnist,random,0.0,1,5,3000,0.8962,26.5
bloodmnist,random,0.0,2,0,500,0.6255,2.7
bloodmnist,random,0.0,2,1,1000,0.8129,5.9
bloodmnist,random,0.0,2,2,1500,0.8576,10.0
bloodmnist,random,0.0,2,3,2000,0.8845,14.8
bloodmnist,random,0.0,2,4,2500,0.8723,20.3
bloodmnist,random,0.0,2,5,3000,0.8764,26.5
bloodmnist,entropy,0.0,0,0,500,0.7548,2.7
bloodmnist,entropy,0.0,0,1,1000,0.7919,6.4
bloodmnist,entropy,0.0,0,2,1500,0.8410,10.7
bloodmnist,entropy,0.0,0,3,2000,0.8702,16.0
bloodmnist,entropy,0.0,0,4,2500,0.8959,21.8
bloodmnist,entropy,0.0,0,5,3000,0.9100,28.3
bloodmnist,entropy,0.0,1,0,500,0.6592,2.7
bloodmnist,entropy,0.0,1,1,1000,0.8044,6.4
bloodmnist,entropy,0.0,1,2,1500,0.7767,10.8
bloodmnist,entropy,0.0,1,3,2000,0.8743,15.9
bloodmnist,entropy,0.0,1,4,2500,0.8927,21.7
bloodmnist,entropy,0.0,1,5,3000,0.9085,28.2
bloodmnist,entropy,0.0,2,0,500,0.6223,2.8
bloodmnist,entropy,0.0,2,1,1000,0.8126,6.5
bloodmnist,entropy,0.0,2,2,1500,0.8001,10.9
bloodmnist,entropy,0.0,2,3,2000,0.8641,16.1
bloodmnist,entropy,0.0,2,4,2500,0.8802,21.9
bloodmnist,entropy,0.0,2,5,3000,0.9234,28.5
bloodmnist,bald,0.0,0,0,500,0.7577,2.7
bloodmnist,bald,0.0,0,1,1000,0.8196,9.6
bloodmnist,bald,0.0,0,2,1500,0.8603,17.0
bloodmnist,bald,0.0,0,3,2000,0.8819,25.1
bloodmnist,bald,0.0,0,4,2500,0.8857,33.8
bloodmnist,bald,0.0,0,5,3000,0.9222,43.9
bloodmnist,bald,0.0,1,0,500,0.6735,3.1
bloodmnist,bald,0.0,1,1,1000,0.7872,10.2
bloodmnist,bald,0.0,1,2,1500,0.8413,18.3
bloodmnist,bald,0.0,1,3,2000,0.8731,27.2
bloodmnist,bald,0.0,1,4,2500,0.8965,36.5
bloodmnist,bald,0.0,1,5,3000,0.9079,48.8
bloodmnist,bald,0.0,2,0,500,0.6223,3.0
bloodmnist,bald,0.0,2,1,1000,0.7220,10.9
bloodmnist,bald,0.0,2,2,1500,0.8074,18.4
bloodmnist,bald,0.0,2,3,2000,0.8705,26.5
bloodmnist,bald,0.0,2,4,2500,0.9044,35.3
bloodmnist,bald,0.0,2,5,3000,0.9108,44.6
bloodmnist,coreset,0.0,0,0,500,0.7498,2.9
bloodmnist,coreset,0.0,0,1,1000,0.8080,6.8
bloodmnist,coreset,0.0,0,2,1500,0.8375,11.4
bloodmnist,coreset,0.0,0,3,2000,0.8223,16.8
bloodmnist,coreset,0.0,0,4,2500,0.7974,22.9
bloodmnist,coreset,0.0,0,5,3000,0.8541,29.8
bloodmnist,coreset,0.0,1,0,500,0.6717,3.0
bloodmnist,coreset,0.0,1,1,1000,0.8047,6.9
bloodmnist,coreset,0.0,1,2,1500,0.8404,11.7
bloodmnist,coreset,0.0,1,3,2000,0.8638,17.1
bloodmnist,coreset,0.0,1,4,2500,0.8559,23.2
bloodmnist,coreset,0.0,1,5,3000,0.8495,30.1
bloodmnist,coreset,0.0,2,0,500,0.6288,3.0
bloodmnist,coreset,0.0,2,1,1000,0.7618,7.0
bloodmnist,coreset,0.0,2,2,1500,0.8612,11.7
bloodmnist,coreset,0.0,2,3,2000,0.8714,17.3
bloodmnist,coreset,0.0,2,4,2500,0.8612,23.5
bloodmnist,coreset,0.0,2,5,3000,0.8679,30.4
bloodmnist,iris,0.0,0,0,500,0.7586,3.0
bloodmnist,iris,0.0,0,1,1000,0.6279,8.3
bloodmnist,iris,0.0,0,2,1500,0.8436,13.4
bloodmnist,iris,0.0,0,3,2000,0.8562,19.3
bloodmnist,iris,0.0,0,4,2500,0.8854,25.9
bloodmnist,iris,0.0,0,5,3000,0.9258,33.1
bloodmnist,iris,0.0,1,0,500,0.6741,3.2
bloodmnist,iris,0.0,1,1,1000,0.7512,7.6
bloodmnist,iris,0.0,1,2,1500,0.7340,12.9
bloodmnist,iris,0.0,1,3,2000,0.8761,18.8
bloodmnist,iris,0.0,1,4,2500,0.8933,25.2
bloodmnist,iris,0.0,1,5,3000,0.9085,32.5
